"participant","bigram","word","RT"
1,"ka ta","ta",324
1,"ta bu","bu",370
1,"bu ti","ti",347
1,"ti ta","ta",358
1,"ta ba","ba",352
1,"ba ka","ka",337
1,"ka bu","bu",357
1,"bu to","to",349
1,"to bu","bu",305
1,"bu ti","ti",345
1,"ti ka","ka",375
1,"ka re","re",363
1,"re ba","ba",323
1,"ba ba","ba",321
1,"ba re","re",316
1,"re do","do",355
1,"do ta","ta",343
1,"ta bu","bu",355
1,"bu ti","ti",339
1,"ti to","to",314
1,"to ta","ta",335
1,"ta go","go",348
1,"go ta","ta",353
1,"ta bu","bu",348
1,"bu ti","ti",327
1,"ti ta","ta",330
1,"ta bu","bu",332
1,"bu bu","bu",319
1,"bu ta","ta",321
1,"ta ta","ta",330
1,"ta ti","ti",361
1,"ti go","go",323
1,"go bu","bu",336
1,"bu ba","ba",350
1,"ba ti","ti",339
1,"ti ba","ba",322
1,"ba ka","ka",326
1,"ka re","re",332
1,"re bu","bu",332
1,"bu ka","ka",361
1,"ka ta","ta",351
1,"ta bu","bu",330
1,"bu ta","ta",348
1,"ta ti","ti",322
1,"ti go","go",369
1,"go bu","bu",368
1,"bu bu","bu",345
1,"bu ba","ba",329
1,"ba re","re",357
1,"re do","do",362
1,"do ka","ka",354
1,"ka to","to",374
1,"to ba","ba",335
1,"ba go","go",359
1,"go ka","ka",337
1,"ka to","to",321
1,"to ba","ba",383
1,"ba ba","ba",331
1,"ba re","re",331
1,"re do","do",333
1,"do go","go",322
1,"go bu","bu",347
1,"bu ta","ta",354
1,"ta ba","ba",368
1,"ba ka","ka",334
1,"ka ta","ta",309
1,"ta bu","bu",348
1,"bu re","re",330
1,"re bu","bu",322
1,"bu ka","ka",364
1,"ka to","to",346
1,"to to","to",335
1,"to to","to",351
1,"to ta","ta",341
1,"ta bu","bu",322
1,"bu bu","bu",360
1,"bu ta","ta",314
1,"ta bu","bu",323
1,"bu ti","ti",338
1,"ti go","go",334
1,"go to","to",347
1,"to ba","ba",361
1,"ba re","re",343
1,"re bu","bu",340
1,"bu ka","ka",354
1,"ka bu","bu",347
1,"bu ba","ba",317
1,"ba ti","ti",328
1,"ti ba","ba",329
1,"ba ka","ka",324
1,"ka to","to",343
1,"to go","go",333
1,"go ta","ta",338
1,"ta ta","ta",347
1,"ta bu","bu",330
1,"bu ti","ti",342
1,"ti to","to",320
1,"to bu","bu",318
1,"bu go","go",300
1,"go bu","bu",347
1,"bu ka","ka",336
1,"ka re","re",341
1,"re ba","ba",317
1,"ba go","go",363
1,"go ka","ka",331
1,"ka ba","ba",347
1,"ba ba","ba",341
1,"ba ta","ta",368
1,"ta re","re",336
1,"re bu","bu",354
1,"bu ka","ka",342
1,"ka to","to",350
1,"to go","go",339
1,"go ba","ba",339
1,"ba ta","ta",339
1,"ta bu","bu",350
1,"bu bu","bu",308
1,"bu to","to",369
1,"to to","to",342
1,"to to","to",349
1,"to bu","bu",332
1,"bu ka","ka",352
1,"ka bu","bu",320
1,"bu ba","ba",336
1,"ba ta","ta",328
1,"ta to","to",360
1,"to bu","bu",323
1,"bu ti","ti",335
1,"ti ba","ba",351
1,"ba ka","ka",351
1,"ka bu","bu",322
1,"bu bu","bu",344
1,"bu bu","bu",346
1,"bu to","to",337
1,"to ta","ta",320
1,"ta bu","bu",365
1,"bu ti","ti",347
1,"ti ba","ba",333
1,"ba re","re",308
1,"re do","do",324
1,"do ka","ka",352
1,"ka ta","ta",329
1,"ta ta","ta",356
1,"ta bu","bu",336
1,"bu ti","ti",351
1,"ti to","to",343
1,"to ti","ti",381
1,"ti go","go",343
1,"go bu","bu",367
1,"bu ta","ta",332
1,"ta ba","ba",326
1,"ba ba","ba",369
1,"ba ka","ka",343
1,"ka ti","ti",317
1,"ti ka","ka",344
1,"ka re","re",350
1,"re ba","ba",332
1,"ba bu","bu",327
1,"bu to","to",336
1,"to ka","ka",353
1,"ka re","re",342
1,"re ba","ba",369
1,"ba ta","ta",329
1,"ta bu","bu",320
1,"bu to","to",322
1,"to bu","bu",341
1,"bu ba","ba",341
1,"ba to","to",345
1,"to bu","bu",361
1,"bu to","to",347
1,"to bu","bu",317
1,"bu ba","ba",341
1,"ba ka","ka",316
1,"ka bu","bu",333
1,"bu ta","ta",356
1,"ta bu","bu",332
1,"bu ti","ti",320
1,"ti ti","ti",331
1,"ti go","go",348
1,"go bu","bu",351
1,"bu ta","ta",310
1,"ta ta","ta",344
1,"ta bu","bu",352
1,"bu ti","ti",324
1,"ti go","go",313
1,"go to","to",345
1,"to bu","bu",356
1,"bu ti","ti",343
1,"ti bu","bu",299
1,"bu to","to",344
1,"to go","go",331
1,"go ta","ta",357
1,"ta ta","ta",339
1,"ta bu","bu",365
1,"bu ti","ti",337
1,"ti go","go",379
1,"go go","go",315
1,"go to","to",331
1,"to ka","ka",326
1,"ka ba","ba",341
1,"ba ka","ka",339
1,"ka ti","ti",326
1,"ti ba","ba",361
1,"ba ka","ka",347
1,"ka ba","ba",337
1,"ba ka","ka",337
1,"ka re","re",330
1,"re ba","ba",361
1,"ba ba","ba",350
1,"ba ta","ta",336
1,"ta ka","ka",324
1,"ka go","go",348
1,"go re","re",345
1,"re bu","bu",342
1,"bu ka","ka",331
1,"ka bu","bu",319
1,"bu to","to",364
1,"to ta","ta",324
1,"ta to","to",342
1,"to ta","ta",341
1,"ta to","to",335
1,"to ba","ba",343
1,"ba re","re",338
1,"re do","do",356
1,"do ba","ba",377
1,"ba ka","ka",348
1,"ka ti","ti",346
1,"ti ka","ka",359
1,"ka ka","ka",323
1,"ka to","to",351
1,"to ba","ba",360
1,"ba ba","ba",331
1,"ba ba","ba",311
1,"ba bu","bu",328
1,"bu ba","ba",338
1,"ba ta","ta",343
1,"ta bu","bu",362
1,"bu ti","ti",370
1,"ti ka","ka",357
1,"ka ti","ti",322
1,"ti ba","ba",334
1,"ba ka","ka",322
1,"ka bu","bu",358
1,"bu ba","ba",328
1,"ba to","to",322
1,"to ta","ta",359
1,"ta bu","bu",339
1,"bu ba","ba",372
1,"ba to","to",351
1,"to ka","ka",344
1,"ka ta","ta",320
1,"ta go","go",342
1,"go ta","ta",321
1,"ta ba","ba",346
1,"ba ti","ti",365
1,"ti ba","ba",344
1,"ba ka","ka",336
1,"ka bu","bu",335
1,"bu ka","ka",359
1,"ka ba","ba",312
1,"ba re","re",364
1,"re do","do",349
1,"do to","to",337
1,"to ba","ba",383
1,"ba go","go",335
1,"go to","to",351
1,"to bu","bu",366
1,"bu ti","ti",338
1,"ti ti","ti",354
1,"ti ba","ba",345
1,"ba ka","ka",377
1,"ka bu","bu",342
1,"bu go","go",332
1,"go to","to",319
1,"to bu","bu",352
1,"bu ti","ti",365
1,"ti ta","ta",333
1,"ta ka","ka",373
1,"ka re","re",332
1,"re ba","ba",344
1,"ba go","go",376
1,"go to","to",355
1,"to go","go",339
1,"go ba","ba",316
1,"ba ka","ka",345
1,"ka ti","ti",363
1,"ti ti","ti",361
1,"ti ba","ba",376
1,"ba ka","ka",359
1,"ka ba","ba",366
1,"ba bu","bu",341
1,"bu bu","bu",335
1,"bu bu","bu",330
1,"bu go","go",328
1,"go ti","ti",332
1,"ti ba","ba",336
1,"ba ka","ka",339
1,"ka ta","ta",362
1,"ta bu","bu",348
1,"bu ti","ti",339
1,"ti ka","ka",330
1,"ka re","re",366
1,"re ba","ba",341
1,"ba bu","bu",312
1,"bu bu","bu",340
1,"bu go","go",334
1,"go ta","ta",350
1,"ta bu","bu",341
1,"bu ti","ti",344
1,"ti go","go",352
1,"go ta","ta",344
1,"ta ka","ka",323
1,"ka ba","ba",329
1,"ba ka","ka",354
1,"ka re","re",324
1,"re ba","ba",348
1,"ba to","to",327
1,"to ka","ka",339
1,"ka go","go",323
1,"go ti","ti",342
1,"ti go","go",326
1,"go bu","bu",346
1,"bu re","re",340
1,"re bu","bu",331
1,"bu ka","ka",342
1,"ka bu","bu",336
1,"bu ta","ta",352
1,"ta bu","bu",352
1,"bu ti","ti",349
1,"ti ba","ba",389
1,"ba ka","ka",345
1,"ka ti","ti",371
1,"ti to","to",333
1,"to ba","ba",331
1,"ba ti","ti",350
1,"ti ba","ba",366
1,"ba ka","ka",378
1,"ka ta","ta",334
1,"ta go","go",374
1,"go bu","bu",344
1,"bu ba","ba",337
1,"ba ka","ka",370
1,"ka ti","ti",338
1,"ti ka","ka",367
1,"ka ka","ka",331
1,"ka ka","ka",344
1,"ka ka","ka",344
1,"ka ta","ta",321
1,"ta ba","ba",334
1,"ba ba","ba",318
1,"ba go","go",326
1,"go ta","ta",328
1,"ta re","re",340
1,"re bu","bu",340
1,"bu ka","ka",362
1,"ka bu","bu",339
1,"bu bu","bu",312
1,"bu bu","bu",347
1,"bu bu","bu",386
1,"bu ti","ti",334
1,"ti ba","ba",349
1,"ba ka","ka",327
1,"ka go","go",305
1,"go ba","ba",374
1,"ba re","re",347
1,"re do","do",334
1,"do ka","ka",355
1,"ka bu","bu",348
1,"bu to","to",335
1,"to bu","bu",371
1,"bu ti","ti",342
1,"ti ba","ba",348
1,"ba ta","ta",365
1,"ta bu","bu",358
1,"bu ti","ti",349
1,"ti ba","ba",343
1,"ba ka","ka",342
1,"ka to","to",371
1,"to ta","ta",347
1,"ta ta","ta",337
1,"ta bu","bu",306
1,"bu ti","ti",345
1,"ti go","go",323
1,"go bu","bu",338
1,"bu bu","bu",352
1,"bu go","go",350
1,"go ta","ta",345
1,"ta go","go",350
1,"go re","re",339
1,"re bu","bu",349
1,"bu ka","ka",330
1,"ka ba","ba",338
1,"ba ba","ba",380
1,"ba bu","bu",328
1,"bu go","go",318
1,"go ka","ka",342
1,"ka ba","ba",333
1,"ba ka","ka",382
1,"ka ta","ta",317
1,"ta ka","ka",305
1,"ka re","re",336
1,"re ba","ba",346
1,"ba to","to",322
1,"to bu","bu",341
1,"bu ti","ti",357
1,"ti ba","ba",381
1,"ba go","go",361
1,"go ta","ta",330
1,"ta bu","bu",334
1,"bu ti","ti",353
1,"ti ka","ka",351
1,"ka bu","bu",318
1,"bu ba","ba",325
1,"ba bu","bu",337
1,"bu ta","ta",335
1,"ta to","to",355
1,"to ba","ba",351
1,"ba re","re",334
1,"re do","do",346
1,"do to","to",324
1,"to ba","ba",352
1,"ba ka","ka",342
1,"ka ti","ti",369
1,"ti bu","bu",323
1,"bu ti","ti",331
1,"ti ba","ba",357
1,"ba ka","ka",333
1,"ka ba","ba",343
1,"ba ka","ka",366
1,"ka ti","ti",314
1,"ti go","go",355
1,"go bu","bu",353
1,"bu to","to",338
1,"to ba","ba",367
1,"ba re","re",380
1,"re do","do",330
1,"do re","re",333
1,"re bu","bu",335
1,"bu ka","ka",336
1,"ka ka","ka",336
1,"ka ka","ka",337
1,"ka bu","bu",373
1,"bu ba","ba",342
1,"ba ti","ti",376
1,"ti ba","ba",378
1,"ba ka","ka",356
1,"ka ti","ti",338
1,"ti ba","ba",341
1,"ba ka","ka",344
1,"ka go","go",343
1,"go ba","ba",304
1,"ba ka","ka",325
1,"ka ti","ti",368
1,"ti bu","bu",318
1,"bu ka","ka",336
1,"ka ka","ka",359
1,"ka to","to",337
1,"to ka","ka",335
1,"ka bu","bu",334
1,"bu go","go",340
1,"go bu","bu",325
1,"bu bu","bu",339
1,"bu bu","bu",342
1,"bu to","to",338
1,"to go","go",364
1,"go ta","ta",351
1,"ta bu","bu",316
1,"bu ti","ti",342
1,"ti ti","ti",332
1,"ti ba","ba",339
1,"ba ka","ka",346
1,"ka ka","ka",386
1,"ka to","to",339
1,"to bu","bu",338
1,"bu ti","ti",374
1,"ti ka","ka",338
1,"ka bu","bu",360
1,"bu go","go",350
1,"go ba","ba",331
1,"ba re","re",340
1,"re do","do",366
1,"do bu","bu",346
1,"bu ka","ka",363
1,"ka bu","bu",341
1,"bu ti","ti",338
1,"ti ba","ba",331
1,"ba ka","ka",330
1,"ka bu","bu",345
1,"bu bu","bu",350
1,"bu re","re",367
1,"re bu","bu",361
1,"bu ka","ka",331
1,"ka bu","bu",329
1,"bu ta","ta",345
1,"ta ba","ba",327
1,"ba ti","ti",366
1,"ti ba","ba",320
1,"ba ka","ka",339
1,"ka go","go",331
1,"go ta","ta",361
1,"ta ka","ka",356
1,"ka re","re",348
1,"re ba","ba",336
1,"ba ba","ba",359
1,"ba ka","ka",312
1,"ka ti","ti",343
1,"ti ba","ba",336
1,"ba ta","ta",324
1,"ta go","go",356
1,"go bu","bu",365
1,"bu go","go",339
1,"go ti","ti",334
1,"ti ba","ba",319
1,"ba ka","ka",354
1,"ka ba","ba",346
1,"ba re","re",344
1,"re do","do",324
1,"do bu","bu",331
1,"bu ta","ta",345
1,"ta bu","bu",345
1,"bu ti","ti",349
1,"ti ti","ti",309
1,"ti ba","ba",353
1,"ba ka","ka",360
1,"ka ka","ka",361
1,"ka go","go",317
1,"go to","to",340
1,"to ta","ta",360
1,"ta bu","bu",358
1,"bu ti","ti",332
1,"ti bu","bu",352
1,"bu bu","bu",304
1,"bu bu","bu",358
1,"bu ti","ti",346
1,"ti go","go",349
1,"go bu","bu",342
1,"bu re","re",342
1,"re bu","bu",341
1,"bu ka","ka",338
1,"ka go","go",330
1,"go ka","ka",362
1,"ka go","go",335
1,"go bu","bu",342
1,"bu ba","ba",327
1,"ba to","to",336
1,"to bu","bu",365
1,"bu ti","ti",335
1,"ti ta","ta",338
1,"ta go","go",337
1,"go ka","ka",336
1,"ka re","re",343
1,"re ba","ba",353
1,"ba bu","bu",328
1,"bu ka","ka",331
1,"ka bu","bu",357
1,"bu ba","ba",359
1,"ba re","re",352
1,"re do","do",338
1,"do ba","ba",358
1,"ba bu","bu",336
1,"bu to","to",355
1,"to go","go",349
1,"go go","go",337
1,"go ta","ta",341
1,"ta ka","ka",342
1,"ka ka","ka",315
1,"ka re","re",363
1,"re ba","ba",350
1,"ba ka","ka",364
1,"ka bu","bu",333
1,"bu bu","bu",343
1,"bu ta","ta",347
1,"ta ti","ti",353
1,"ti go","go",362
1,"go bu","bu",336
1,"bu ta","ta",327
1,"ta to","to",335
1,"to bu","bu",327
1,"bu bu","bu",354
1,"bu ba","ba",370
1,"ba ti","ti",357
1,"ti ba","ba",309
1,"ba ka","ka",336
1,"ka ka","ka",341
1,"ka to","to",329
1,"to ti","ti",334
1,"ti go","go",348
1,"go bu","bu",336
1,"bu ti","ti",334
1,"ti go","go",345
1,"go bu","bu",331
1,"bu ta","ta",339
1,"ta bu","bu",346
1,"bu ti","ti",347
1,"ti to","to",370
1,"to go","go",341
1,"go bu","bu",359
1,"bu ka","ka",354
1,"ka re","re",355
1,"re ba","ba",335
1,"ba to","to",340
1,"to ka","ka",359
1,"ka bu","bu",333
1,"bu go","go",338
1,"go go","go",342
1,"go ti","ti",336
1,"ti ba","ba",289
1,"ba ka","ka",350
1,"ka to","to",343
1,"to ka","ka",353
1,"ka ka","ka",334
1,"ka ti","ti",339
1,"ti go","go",358
1,"go bu","bu",341
1,"bu re","re",345
1,"re bu","bu",365
1,"bu ka","ka",334
1,"ka bu","bu",332
1,"bu bu","bu",329
1,"bu re","re",338
1,"re bu","bu",331
1,"bu ka","ka",350
1,"ka ba","ba",333
1,"ba ka","ka",337
1,"ka ti","ti",357
1,"ti go","go",360
1,"go bu","bu",356
1,"bu go","go",340
1,"go re","re",343
1,"re bu","bu",316
1,"bu ka","ka",354
1,"ka bu","bu",333
1,"bu ta","ta",355
1,"ta ba","ba",334
1,"ba re","re",345
1,"re do","do",331
1,"do go","go",335
1,"go re","re",343
1,"re bu","bu",347
1,"bu ka","ka",329
1,"ka ba","ba",357
1,"ba ka","ka",362
1,"ka to","to",342
1,"to bu","bu",332
1,"bu ba","ba",336
1,"ba go","go",345
1,"go ka","ka",331
1,"ka to","to",360
1,"to ka","ka",348
1,"ka re","re",368
1,"re ba","ba",352
1,"ba bu","bu",332
1,"bu ta","ta",371
1,"ta ta","ta",334
1,"ta ka","ka",341
1,"ka ka","ka",329
1,"ka ba","ba",334
1,"ba re","re",354
1,"re do","do",347
1,"do ti","ti",357
1,"ti ba","ba",343
1,"ba ka","ka",313
2,"to bu","bu",351
2,"bu ka","ka",322
2,"ka ta","ta",346
2,"ta to","to",332
2,"to bu","bu",345
2,"bu bu","bu",348
2,"bu bu","bu",316
2,"bu bu","bu",336
2,"bu ba","ba",341
2,"ba bu","bu",364
2,"bu bu","bu",351
2,"bu to","to",336
2,"to ta","ta",335
2,"ta bu","bu",347
2,"bu ti","ti",343
2,"ti ka","ka",357
2,"ka ti","ti",334
2,"ti go","go",345
2,"go bu","bu",317
2,"bu to","to",359
2,"to ba","ba",352
2,"ba re","re",354
2,"re do","do",331
2,"do ti","ti",327
2,"ti ba","ba",335
2,"ba ka","ka",333
2,"ka re","re",326
2,"re bu","bu",341
2,"bu ka","ka",344
2,"ka bu","bu",307
2,"bu re","re",351
2,"re bu","bu",363
2,"bu ka","ka",349
2,"ka ba","ba",327
2,"ba re","re",334
2,"re bu","bu",330
2,"bu ka","ka",361
2,"ka re","re",334
2,"re bu","bu",365
2,"bu ka","ka",350
2,"ka bu","bu",327
2,"bu ba","ba",341
2,"ba re","re",343
2,"re do","do",337
2,"do ba","ba",325
2,"ba ba","ba",354
2,"ba bu","bu",304
2,"bu go","go",335
2,"go ta","ta",349
2,"ta to","to",338
2,"to ka","ka",323
2,"ka ka","ka",353
2,"ka ka","ka",348
2,"ka to","to",326
2,"to ta","ta",350
2,"ta bu","bu",352
2,"bu ka","ka",322
2,"ka re","re",336
2,"re ba","ba",321
2,"ba ba","ba",364
2,"ba bu","bu",320
2,"bu bu","bu",338
2,"bu bu","bu",329
2,"bu ta","ta",335
2,"ta ka","ka",332
2,"ka re","re",346
2,"re ba","ba",290
2,"ba ta","ta",359
2,"ta re","re",334
2,"re bu","bu",338
2,"bu ka","ka",334
2,"ka ba","ba",355
2,"ba ta","ta",313
2,"ta bu","bu",315
2,"bu ti","ti",363
2,"ti ti","ti",347
2,"ti go","go",306
2,"go bu","bu",311
2,"bu to","to",334
2,"to re","re",335
2,"re bu","bu",357
2,"bu ka","ka",364
2,"ka ba","ba",351
2,"ba ta","ta",346
2,"ta ba","ba",334
2,"ba bu","bu",356
2,"bu bu","bu",328
2,"bu bu","bu",349
2,"bu ta","ta",336
2,"ta ba","ba",312
2,"ba to","to",339
2,"to bu","bu",334
2,"bu ti","ti",334
2,"ti ta","ta",357
2,"ta go","go",329
2,"go bu","bu",336
2,"bu to","to",356
2,"to re","re",341
2,"re bu","bu",325
2,"bu ka","ka",325
2,"ka re","re",359
2,"re bu","bu",342
2,"bu ka","ka",324
2,"ka ba","ba",339
2,"ba ka","ka",329
2,"ka ti","ti",338
2,"ti ba","ba",308
2,"ba ba","ba",338
2,"ba re","re",340
2,"re do","do",364
2,"do ka","ka",332
2,"ka re","re",322
2,"re ba","ba",344
2,"ba to","to",347
2,"to ta","ta",334
2,"ta to","to",351
2,"to bu","bu",341
2,"bu ti","ti",300
2,"ti go","go",349
2,"go ka","ka",379
2,"ka bu","bu",334
2,"bu to","to",367
2,"to ti","ti",335
2,"ti go","go",303
2,"go bu","bu",330
2,"bu ka","ka",315
2,"ka ka","ka",316
2,"ka re","re",327
2,"re ba","ba",320
2,"ba bu","bu",346
2,"bu re","re",344
2,"re bu","bu",335
2,"bu ka","ka",334
2,"ka bu","bu",312
2,"bu ta","ta",323
2,"ta ka","ka",365
2,"ka ba","ba",352
2,"ba ka","ka",324
2,"ka ti","ti",359
2,"ti bu","bu",349
2,"bu ba","ba",331
2,"ba bu","bu",344
2,"bu ba","ba",285
2,"ba ka","ka",327
2,"ka ti","ti",330
2,"ti re","re",343
2,"re bu","bu",333
2,"bu ka","ka",356
2,"ka ka","ka",316
2,"ka bu","bu",348
2,"bu ka","ka",344
2,"ka re","re",352
2,"re ba","ba",334
2,"ba to","to",337
2,"to ta","ta",370
2,"ta ba","ba",354
2,"ba ti","ti",363
2,"ti ba","ba",325
2,"ba ka","ka",338
2,"ka ka","ka",353
2,"ka bu","bu",357
2,"bu ka","ka",355
2,"ka re","re",346
2,"re ba","ba",327
2,"ba to","to",346
2,"to ba","ba",351
2,"ba bu","bu",314
2,"bu re","re",350
2,"re bu","bu",330
2,"bu ka","ka",349
2,"ka ta","ta",352
2,"ta bu","bu",318
2,"bu go","go",335
2,"go go","go",345
2,"go go","go",344
2,"go ba","ba",355
2,"ba ka","ka",355
2,"ka ti","ti",320
2,"ti ba","ba",341
2,"ba bu","bu",333
2,"bu bu","bu",337
2,"bu bu","bu",327
2,"bu ka","ka",322
2,"ka bu","bu",316
2,"bu ta","ta",340
2,"ta bu","bu",342
2,"bu ti","ti",328
2,"ti ba","ba",338
2,"ba bu","bu",353
2,"bu bu","bu",343
2,"bu ka","ka",366
2,"ka ba","ba",326
2,"ba re","re",342
2,"re do","do",343
2,"do ka","ka",334
2,"ka ka","ka",365
2,"ka re","re",336
2,"re ba","ba",367
2,"ba ba","ba",329
2,"ba ka","ka",351
2,"ka ti","ti",335
2,"ti to","to",329
2,"to bu","bu",345
2,"bu ka","ka",338
2,"ka ka","ka",314
2,"ka ta","ta",371
2,"ta bu","bu",328
2,"bu ba","ba",328
2,"ba bu","bu",351
2,"bu ti","ti",332
2,"ti ba","ba",331
2,"ba ka","ka",353
2,"ka ta","ta",357
2,"ta go","go",337
2,"go ta","ta",343
2,"ta bu","bu",315
2,"bu ti","ti",353
2,"ti ba","ba",357
2,"ba bu","bu",312
2,"bu ba","ba",346
2,"ba re","re",328
2,"re bu","bu",360
2,"bu ka","ka",340
2,"ka ba","ba",333
2,"ba ka","ka",353
2,"ka re","re",334
2,"re ba","ba",360
2,"ba ba","ba",335
2,"ba ka","ka",365
2,"ka ti","ti",353
2,"ti ka","ka",331
2,"ka go","go",345
2,"go bu","bu",337
2,"bu go","go",372
2,"go ta","ta",326
2,"ta go","go",320
2,"go to","to",330
2,"to bu","bu",344
2,"bu ti","ti",340
2,"ti bu","bu",324
2,"bu ka","ka",352
2,"ka ta","ta",318
2,"ta to","to",340
2,"to bu","bu",331
2,"bu ka","ka",314
2,"ka bu","bu",333
2,"bu to","to",349
2,"to bu","bu",334
2,"bu ti","ti",343
2,"ti ka","ka",338
2,"ka ta","ta",338
2,"ta ka","ka",348
2,"ka ba","ba",349
2,"ba ka","ka",309
2,"ka ti","ti",345
2,"ti ta","ta",329
2,"ta bu","bu",321
2,"bu ti","ti",334
2,"ti ba","ba",336
2,"ba go","go",336
2,"go bu","bu",341
2,"bu bu","bu",330
2,"bu re","re",376
2,"re bu","bu",347
2,"bu ka","ka",317
2,"ka ka","ka",361
2,"ka bu","bu",330
2,"bu ka","ka",323
2,"ka ba","ba",351
2,"ba ka","ka",361
2,"ka ti","ti",369
2,"ti bu","bu",364
2,"bu go","go",333
2,"go ka","ka",351
2,"ka re","re",329
2,"re bu","bu",332
2,"bu ka","ka",354
2,"ka ba","ba",361
2,"ba go","go",366
2,"go bu","bu",318
2,"bu ti","ti",329
2,"ti go","go",328
2,"go bu","bu",332
2,"bu ba","ba",344
2,"ba ka","ka",319
2,"ka ti","ti",328
2,"ti to","to",364
2,"to ba","ba",337
2,"ba ta","ta",356
2,"ta bu","bu",362
2,"bu ti","ti",338
2,"ti ka","ka",367
2,"ka to","to",329
2,"to bu","bu",327
2,"bu ti","ti",332
2,"ti ba","ba",335
2,"ba ti","ti",356
2,"ti go","go",349
2,"go bu","bu",308
2,"bu ba","ba",355
2,"ba ka","ka",323
2,"ka ti","ti",334
2,"ti ta","ta",356
2,"ta to","to",362
2,"to ba","ba",347
2,"ba bu","bu",343
2,"bu go","go",340
2,"go ka","ka",370
2,"ka re","re",333
2,"re ba","ba",313
2,"ba ka","ka",360
2,"ka re","re",363
2,"re ba","ba",332
2,"ba ta","ta",330
2,"ta ti","ti",350
2,"ti ba","ba",328
2,"ba ka","ka",322
2,"ka bu","bu",344
2,"bu ka","ka",357
2,"ka re","re",311
2,"re ba","ba",346
2,"ba ba","ba",331
2,"ba ba","ba",364
2,"ba bu","bu",362
2,"bu bu","bu",332
2,"bu ba","ba",343
2,"ba ba","ba",340
2,"ba ka","ka",334
2,"ka ba","ba",371
2,"ba ta","ta",349
2,"ta bu","bu",328
2,"bu ti","ti",340
2,"ti ba","ba",351
2,"ba re","re",303
2,"re do","do",337
2,"do ba","ba",359
2,"ba re","re",340
2,"re do","do",350
2,"do ta","ta",326
2,"ta ta","ta",365
2,"ta bu","bu",327
2,"bu ti","ti",333
2,"ti ta","ta",362
2,"ta ti","ti",346
2,"ti go","go",348
2,"go bu","bu",313
2,"bu ta","ta",355
2,"ta ka","ka",298
2,"ka ta","ta",339
2,"ta ta","ta",303
2,"ta bu","bu",356
2,"bu ti","ti",360
2,"ti ti","ti",334
2,"ti go","go",332
2,"go bu","bu",338
2,"bu go","go",337
2,"go ta","ta",340
2,"ta bu","bu",320
2,"bu ti","ti",335
2,"ti bu","bu",363
2,"bu ba","ba",350
2,"ba ka","ka",345
2,"ka go","go",343
2,"go ta","ta",349
2,"ta bu","bu",327
2,"bu ti","ti",315
2,"ti ba","ba",355
2,"ba to","to",361
2,"to ka","ka",327
2,"ka bu","bu",276
2,"bu ka","ka",347
2,"ka re","re",352
2,"re ba","ba",306
2,"ba ba","ba",346
2,"ba ba","ba",336
2,"ba ka","ka",344
2,"ka ti","ti",376
2,"ti ti","ti",358
2,"ti ba","ba",315
2,"ba ka","ka",315
2,"ka ba","ba",347
2,"ba re","re",353
2,"re do","do",314
2,"do ta","ta",295
2,"ta bu","bu",335
2,"bu ti","ti",333
2,"ti bu","bu",338
2,"bu bu","bu",353
2,"bu go","go",367
2,"go ta","ta",312
2,"ta bu","bu",349
2,"bu go","go",337
2,"go ba","ba",378
2,"ba ka","ka",316
2,"ka ti","ti",371
2,"ti to","to",320
2,"to to","to",344
2,"to go","go",322
2,"go ka","ka",310
2,"ka to","to",337
2,"to ti","ti",374
2,"ti go","go",382
2,"go bu","bu",343
2,"bu ta","ta",336
2,"ta go","go",353
2,"go ti","ti",359
2,"ti go","go",333
2,"go bu","bu",353
2,"bu ba","ba",346
2,"ba go","go",342
2,"go bu","bu",333
2,"bu bu","bu",340
2,"bu bu","bu",335
2,"bu ta","ta",319
2,"ta bu","bu",334
2,"bu ti","ti",314
2,"ti ba","ba",355
2,"ba to","to",360
2,"to bu","bu",323
2,"bu ti","ti",337
2,"ti bu","bu",329
2,"bu ba","ba",336
2,"ba ba","ba",329
2,"ba ka","ka",335
2,"ka to","to",330
2,"to ti","ti",329
2,"ti ba","ba",339
2,"ba ka","ka",334
2,"ka bu","bu",334
2,"bu bu","bu",325
2,"bu re","re",348
2,"re bu","bu",343
2,"bu ka","ka",366
2,"ka ka","ka",334
2,"ka re","re",318
2,"re ba","ba",339
2,"ba go","go",355
2,"go ba","ba",358
2,"ba re","re",369
2,"re do","do",347
2,"do go","go",354
2,"go ba","ba",348
2,"ba ta","ta",348
2,"ta go","go",338
2,"go ka","ka",331
2,"ka bu","bu",352
2,"bu bu","bu",335
2,"bu to","to",346
2,"to go","go",317
2,"go bu","bu",308
2,"bu ba","ba",334
2,"ba ta","ta",331
2,"ta bu","bu",306
2,"bu ti","ti",340
2,"ti go","go",325
2,"go go","go",341
2,"go bu","bu",318
2,"bu bu","bu",352
2,"bu go","go",315
2,"go ba","ba",347
2,"ba bu","bu",319
2,"bu go","go",325
2,"go ka","ka",350
2,"ka re","re",315
2,"re bu","bu",338
2,"bu ka","ka",356
2,"ka ka","ka",362
2,"ka bu","bu",331
2,"bu ba","ba",349
2,"ba ba","ba",343
2,"ba go","go",304
2,"go ta","ta",318
2,"ta ta","ta",333
2,"ta ka","ka",332
2,"ka ta","ta",363
2,"ta ti","ti",394
2,"ti ba","ba",328
2,"ba ka","ka",343
2,"ka to","to",324
